Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010
Bhutan;BTN;Population, total;SP.POP.TOTL;225993;232000;238201;244653;251419;258559;266072;274000;282495;291747;301879;312929;324815;337370;350365;363603;377068;390732;404375;417734;430633;442648;453793;464831;476846;490438;506423;524133;540918;553157;558500;555747;546356;533895;523417;518584;520529;528222;540507;555377;571262;588050;606024;624431;642400;659293;674681;688581;701363;713665;725940
Bolivia;BOL;Population, total;SP.POP.TOTL;3354895;3430160;3507408;3586804;3668568;3752892;3839751;3929192;4021551;4117259;4216572;4319564;4426012;4535500;4647442;4761344;4877275;4995172;5114274;5233624;5352649;5471025;5589245;5708585;5830816;5957291;6088253;6223523;6363470;6508417;6658462;6813834;6974168;7138204;7304230;7470925;7637622;7804333;7971237;8138802;8307248;8476709;8646659;8815911;8982917;9146655;9306660;9463497;9618466;9773441;9929849
Bosnia and Herzegovina;BIH;Population, total;SP.POP.TOTL;3180020;3225391;3270585;3314827;3357005;3396402;3432671;3466307;3498470;3530780;3564389;3599885;3636930;3674638;3711662;3747109;3780559;3812557;3844329;3877598;3913536;3949509;3984259;4021590;4066739;4121595;4194370;4279632;4349682;4367069;4308197;4157485;3931372;3677379;3462032;3332098;3305672;3365616;3480285;3601438;3693698;3748370;3775883;3782717;3781358;3781001;3781588;3779034;3774164;3767683;3760149
Botswana;BWA;Population, total;SP.POP.TOTL;523997;536540;549953;564277;579518;595697;612903;631226;650676;671247;692959;715745;739683;765101;792432;821942;853774;887716;923234;959584;996211;1032889;1069707;1106802;1144442;1182803;1221790;1261235;1301146;1341540;1382371;1423570;1464924;1506037;1546414;1585637;1623704;1660538;1695587;1728179;1757925;1784449;1808103;1830127;1852243;1875673;1900905;1927540;1954822;1981576;2006945
Brazil;BRA;Population, total;SP.POP.TOTL;72758801;74975656;77279855;79642214;82021855;84388983;86735163;89068235;91394916;93727990;96078304;98445131;100828667;103242395;105703409;108224080;110804816;113442106;116138507;118895875;121711864;124588432;127514673;130459023;133380123;136246764;139049440;141791325;144470377;147088677;149650206;152146887;154582103;156985824;159398558;161848162;164342524;166869168;169409713;171936271;174425387;176877135;179289227;181633074;183873377;185986964;187958211;189798070;191543237;193246610;194946470
Brunei Darussalam;BRN;Population, total;SP.POP.TOTL;79846;83458;87192;91088;95191;99536;104130;108968;114068;119440;125088;131010;137181;143548;150039;156595;163208;169865;176488;182986;189300;195394;201301;207122;213002;219050;225288;231700;238305;245112;252125;259357;266794;274371;282000;289614;297188;304726;312216;319654;327036;334348;341585;348771;355943;363123;370317;377513;384695;391837;398920
Bulgaria;BGR;Population, total;SP.POP.TOTL;7867006;7943000;8013000;8078000;8144000;8201000;8258000;8310000;8370000;8434000;8490000;8536000;8576000;8621000;8679000;8721000;8759000;8804000;8814000;8826000;8862000;8878000;8894000;8909000;8925000;8941000;8957000;8971000;8981000;8877000;8718000;8632000;8540000;8472000;8435000;8400000;8356000;8312068;8257000;8208000;8060000;7910000;7869000;7823000;7781161;7739900;7699020;7659764;7623395;7585131;7543325
Burkina Faso;BFA;Population, total;SP.POP.TOTL;4881947;4956921;5033296;5112252;5195464;5284154;5378861;5479285;5584807;5694428;5807492;5923949;6044303;6169133;6299238;6435274;6577502;6726016;6881106;7043049;7212088;7388473;7572382;7763888;7963009;8169792;8384383;8606963;8837666;9076631;9323996;9580035;9844931;10118634;10401025;10692138;10992170;11301608;11621159;11951701;12294012;12648474;13015435;13395599;13789736;14198463;14622202;15061127;15515258;15984479;16468714
Burundi;BDI;Population, total;SP.POP.TOTL;2940498;2992893;3045392;3098852;3154474;3212864;3275465;3341476;3406650;3465190;3513499;3549864;3577187;3602204;3634284;3680401;3742452;3819115;3910124;4014190;4129997;4257303;4395560;4542467;4695065;4850597;5008201;5166403;5321108;5467413;5601720;5724030;5835071;5933293;6017127;6086751;6140258;6181493;6223515;6283662;6374347;6499653;6656071;6838764;7039534;7251424;7474363;7707781;7943385;8170853;8382849
Cambodia;KHM;Population, total;SP.POP.TOTL;5433306;5564215;5697598;5836139;5983575;6141404;6310320;6485769;6657435;6811663;6937996;7039481;7118136;7162333;7157572;7097800;6972559;6796368;6618684;6506208;6505693;6636869;6883519;7211815;7570081;7919802;8250479;8571130;8885701;9203893;9531928;9868226;10205755;10539239;10862069;11169233;11458858;11731187;11986128;12224414;12446949;12653684;12845222;13024171;13193961;13357574;13515884;13669857;13822644;13977903;14138255
Cameroon;CMR;Population, total;SP.POP.TOTL;5409083;5525481;5647721;5775774;5909450;6048706;6193834;6345309;6503500;6668834;6841763;7022124;7210272;7407756;7616558;7837926;8072879;8320635;8578425;8842355;9109727;9379109;9651552;9929831;10218016;10518855;10832919;11158600;11493770;11835344;12180819;12529904;12882506;13236573;13589699;13940337;14287475;14631908;14976200;15324051;15678269;16039737;16408085;16783366;17165267;17553589;17948395;18350022;18758778;19175028;19598889
Canada;CAN;Population, total;SP.POP.TOTL;17909009;18271000;18614000;18964000;19325000;19678000;20048000;20412000;20744000;21028000;21324000;21645535.17;21993630.79;22369407.51;22774087.28;23209000;23518000;23796000;24036000;24277000;24593000;24900000;25202000;25456000;25702000;25942000;26204000;26550000;26895000;27379000;27791000;28171681.96;28519597.36;28833410.36;29111906.4;29354000;29671900;29987200;30247900;30499200;30769700;31081900;31362000;31676000;31995000;32312000;32649000;32976000;33311400;33739900;34108752
Cape Verde;CPV;Population, total;SP.POP.TOTL;210933;215792;221343;227430;233809;240301;246724;253087;259610;266624;274282;282888;292150;300922;307657;311349;311403;308423;304077;300726;300047;302737;308230;315410;322560;328481;332775;335966;338857;342646;348165;355655;364727;374820;385101;394946;404166;412893;421203;429278;437238;445096;452740;460031;466784;472883;478267;483023;487371;491621;495999
Cayman Islands;CYM;Population, total;SP.POP.TOTL;8092;8277;8418;8524;8612;8701;8787;8875;9002;9216;9545;10004;10581;11253;11990;12764;13578;14432;15290;16110;16861;17524;18116;18702;19366;20172;21141;22253;23475;24752;26048;27363;28710;30074;31437;32792;34096;35361;36704;38284;40195;42501;45117;47815;50273;52268;53712;54679;55295;55763;56230
Central African Republic;CAF;Population, total;SP.POP.TOTL;1503509;1529237;1556665;1585774;1616524;1648838;1682880;1718560;1755258;1792147;1828709;1864764;1900723;1937410;1975985;2017362;2061466;2108232;2158547;2213492;2273630;2339759;2411176;2485120;2557808;2626638;2690250;2749702;2807768;2868515;2934777;3007347;3084958;3165869;3247456;3327710;3406451;3484027;3559604;3632287;3701607;3767068;3829238;3890075;3952281;4017880;4087534;4160940;4237961;4318128;4401051
Chad;TCD;Population, total;SP.POP.TOTL;2954088;3017366;3083054;3150606;3219259;3288547;3357972;3427888;3499681;3575273;3655905;3742580;3834574;3929341;4023300;4114094;4201073;4285738;4370560;4459072;4554089;4656116;4765160;4882913;5011242;5151339;5304490;5470211;5645708;5826974;6011224;6197766;6387856;6583079;6785842;6998108;7219081;7448585;7689836;7946982;8222327;8517944;8831199;9153893;9474792;9785902;10084087;10371839;10653762;10937089;11227208
Channel Islands;CHI;Population, total;SP.POP.TOTL;109396;110381;111448;112582;113765;114974;116200;117437;118676;119910;121126;122338;123534;124649;125599;126335;126821;127101;127299;127585;128085;128828;129777;130905;132156;133482;134898;136394;137856;139136;140137;140804;141179;141384;141594;141934;142448;143102;143847;144607;145330;145995;146626;147262;147963;148763;149682;150689;151705;152618;153352
Chile;CHL;Population, total;SP.POP.TOTL;7651579;7848372;8050234;8254329;8457066;8655738;8849016;9037026;9220343;9400225;9577572;9752949;9925950;10095485;10260027;10418880;10571597;10719748;10867152;11018910;11178817;11348442;11527274;11714442;11908189;12107225;12310666;12518930;12733409;12956088;13187821;13429315;13678373;13929390;14174890;14409416;14630769;14840038;15039162;15231557;15419820;15604200;15783991;15959793;16132209;16301726;16468677;16633254;16795593;16955737;17113688
China;CHN;Population, total;SP.POP.TOTL;667070000;660330000;665770000;682335000;698355000;715185000;735400000;754550000;774510000;796025000;818315000;841105000;862030000;881940000;900350000;916395000;930685000;943455000;956165000;969005000;981235000;993885000;1008630000;1023310000;1036825000;1051040000;1066790000;1084035000;1101630000;1118650000;1135185000;1150780000;1164970000;1178440000;1191835000;1204855000;1217550000;1230075000;1241935000;1252735000;1262645000;1271850000;1280400000;1288400000;1296075000;1303720000;1311020000;1317885000;1324655000;1331380000;1338299512
Colombia;COL;Population, total;SP.POP.TOTL;16004714;16487391;16984652;17495793;18019927;18555731;19104020;19663029;20225830;20783427;21329811;21861689;22381887;22898136;23421644;23960605;24517307;25089511;25675364;26271401;26874906;27485678;28104254;28729367;29359535;29993539;30630754;31270841;31913250;32557521;33203321;33849971;34497319;35146220;35797965;36453337;37112621;37775054;38439099;39102653;39764166;40422597;41078136;41731914;42385712;43040558;43696540;44352327;45005782;45654044;46294841
Comoros;COM;Population, total;SP.POP.TOTL;193052;196605;200199;203916;207856;212097;216728;221755;227075;232529;238032;243481;249000;254997;262030;270467;280464;291816;304071;316582;328861;340778;352416;363759;374852;385740;396391;406798;417077;427392;437876;448576;459515;470765;482401;494486;507062;520151;533754;547864;562469;577569;593170;609271;625876;642974;660559;678602;697034;715774;734750
Congo, Dem. Rep.;COD;Population, total;SP.POP.TOTL;15367539;15767376;16181202;16612368;17065408;17543319;18048341;18579012;19130171;19694467;20267009;20845085;21431338;22032669;22658905;23316776;24011465;24740389;25493382;26255837;27018690;27781042;28551259;29341286;30167580;31044153;31963766;32927332;33965482;35117790;36406226;37856212;39443819;41081774;42650247;44067369;45295039;46369335;47373590;48429878;49626200;50989424;52491329;54098245;55754885;57420522;59088415;60772175;62474901;64204304;65965795
Congo, Rep.;COG;Population, total;SP.POP.TOTL;1013581;1039961;1067597;1096480;1126584;1157905;1190402;1224134;1259319;1296244;1335088;1375987;1418826;1463231;1508675;1554793;1601410;1648671;1696922;1746676;1798285;1851889;1907330;1964298;2022343;2081152;2140687;2201097;2262489;2325035;2388902;2453938;2520196;2588270;2658948;2732706;2810118;2890841;2973329;3055437;3135773;3213330;3288923;3365171;3445765;3533177;3628561;3730612;3836339;3941454;4042899
Costa Rica;CRI;Population, total;SP.POP.TOTL;1334004;1381414;1430880;1481575;1532386;1582482;1631723;1680257;1727922;1774614;1820379;1865039;1908913;1953184;1999429;2048812;2101762;2158073;2217457;2279362;2343345;2409385;2477549;2547555;2619058;2691778;2765657;2840660;2916566;2993136;3070240;3147451;3224849;3303412;3384498;3468918;3557095;3648263;3740578;3831504;3919180;4002946;4083197;4160438;4235605;4309413;4381820;4452608;4522124;4590790;4658887
Cote d'Ivoire;CIV;Population, total;SP.POP.TOTL;3638385;3777543;3926909;4085408;4251345;4423736;4602382;4788525;4984378;5192919;5416416;5655462;5909848;6180001;6466158;6768313;7086257;7419474;7767109;8128032;8500985;8885888;9281593;9684478;10089976;10494827;10896269;11294791;11694318;12100741;12517730;12945880;13381799;13820229;14253952;14677200;15089912;15492127;15878555;16242889;16581653;16892864;17180649;17455501;17731840;18020946;18325979;18646754;18987007;19350026;19737800
Croatia;HRV;Population, total;SP.POP.TOTL;4140000;4171672;4202104;4231408;4259680;4287000;4313000;4339000;4364000;4387000;4411000;4435000;4457000;4478000;4497000;4514000;4530000;4532000;4556000;4571000;4588000;4608000;4635000;4659000;4680000;4701000;4722000;4740000;4757000;4767000;4780000;4510000;4470000;4640000;4650000;4669000;4494000;4572000;4501000;4554000;4426000;4440000;4440000;4440000;4439000;4442000;4440000;4436000;4434000;4429078;4424161.464
Cuba;CUB;Population, total;SP.POP.TOTL;7133582;7281821;7441909;7609348;7777606;7941840;8099779;8252314;8401476;8550671;8701886;8855989;9010586;9160532;9298895;9420828;9525242;9614061;9689324;9754343;9812223;9862283;9905577;9949046;10001593;10069187;10155111;10256694;10366500;10473701;10570328;10654121;10727088;10790686;10847842;10900795;10949206;10992290;11031429;11068382;11104313;11140168;11175434;11208029;11234970;11254242;11265124;11268687;11266905;11262628;11257979
Curacao;CUW;Population, total;SP.POP.TOTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144472;139428.4193;133860.2201;128752.1251;128182;130006;131591.0632;134464.6631;137490;139841;141279;141972;142668.3993
Cyprus;CYP;Population, total;SP.POP.TOTL;572997;576469;577768;577992;578710;581056;585400;591398;598592;606224;613735;620987;628140;635261;642496;649918;657685;665676;673386;680130;685510;689265;691792;694146;697782;703752;712396;723434;736531;751100;766663;783189;800707;818858;837205;855424;873277;890758;908059;925504;943294;961482;979874;998134;1015806;1032562;1048272;1063027;1077001;1090473;1103647
Czech Republic;CZE;Population, total;SP.POP.TOTL;9554000;9631000;9687000;9726000;9754000;9774000;9789000;9804000;9820000;9839000;9775000;9803000;9846000;9906000;9986000;10060000;10104000;10150000;10193000;10232000;10232000;10264000;10289000;10308000;10322000;10335000;10341000;10348000;10356000;10362000;10363000;10309000;10318000;10331000;10336000;10331000;10315000;10304100;10294900;10283000;10273300;10224000;10204853;10207362;10216016;10235828;10269134;10334160;10424336;10487178;10525090
Denmark;DNK;Population, total;SP.POP.TOTL;4581000;4610000;4647000;4684000;4720000;4758000;4798000;4839000;4867000;4891000;4929000;4963000;4992000;5022000;5045000;5060000;5073000;5088000;5104000;5117000;5123000;5122000;5118000;5114000;5112000;5114000;5121000;5127000;5130000;5133000;5140000;5154000;5170000;5189000;5205000;5228000;5262000;5284220;5301000;5319111;5337344;5355082;5374255;5387174;5401177;5415978;5437272;5461438;5493621;5523095;5544139
Djibouti;DJI;Population, total;SP.POP.TOTL;84877;89853;95652;102165;109222;116706;124688;133253;142320;151782;161622;171519;181622;192922;206763;223963;245326;270222;296307;320332;340133;354304;363940;372386;384409;403221;430367;464202;500876;534862;562290;581641;594437;603534;613219;626537;644434;665755;688940;711573;731930;749604;765283;779640;793738;808367;823682;839453;855636;872090;888716
Dominica;DMA;Population, total;SP.POP.TOTL;60015;61034;61983;62918;63920;65037;66304;67681;69041;70212;71076;71567;71737;71745;71811;72092;72648;73412;74240;74922;75312;75374;75166;74747;74212;73637;73022;72365;71740;71240;70926;70842;70962;71181;71350;71364;71184;70846;70419;70003;69672;69447;69301;69200;69087;68925;68700;68434;68159;67922;67757
Dominican Republic;DOM;Population, total;SP.POP.TOTL;3308941;3421385;3536474;3653809;3772937;3893484;4015213;4137994;4261702;4386255;4511577;4637627;4764319;4891500;5019002;5146742;5274591;5402683;5531528;5661827;5794074;5928429;6064722;6202698;6341950;6482152;6623094;6764750;6907171;7050480;7194666;7339826;7485619;7631076;7774932;7916309;8054768;8190620;8324680;8458164;8591967;8726256;8860760;8995398;9129965;9264267;9398285;9531954;9664948;9796852;9927320
Ecuador;ECU;Population, total;SP.POP.TOTL;4439206;4570153;4706566;4848259;4994917;5146294;5302370;5463176;5628565;5798368;5972464;6150690;6333049;6519792;6711284;6907740;7109119;7315156;7525548;7739894;7957811;8178948;8403034;8629832;8859125;9090592;9323745;9557974;9792658;10027109;10260587;10493498;10725281;10953182;11173647;11384506;11584074;11774005;11959586;12148188;12345023;12552036;12767415;12987992;13208869;13426402;13639708;13849721;14056740;14261566;14464739
Egypt, Arab Rep.;EGY;Population, total;SP.POP.TOTL;27903093;28648825;29408697;30182426;30970067;31771227;32586961;33415926;34252634;35089893;35923283;36751162;37577248;38409289;39258086;40132189;41033408;41961731;42921556;43917526;44952497;46025305;47133557;48276547;49453054;50659625;51899728;53166492;54433720;55667119;56843275;57952386;59004372;60020423;61032081;62063810;63120498;64199588;65309201;66457136;67648419;68888032;70174632;71498433;72844998;74203215;75568453;76941572;78323298;79716203;81121077
El Salvador;SLV;Population, total;SP.POP.TOTL;2773095;2859302;2951387;3047718;3146076;3244774;3342957;3440705;3538389;3636782;3736311;3836884;3937757;4037935;4136133;4231358;4323383;4412237;4497535;4578922;4656263;4729467;4798918;4865611;4930893;4995888;5060307;5124240;5189565;5258654;5332842;5413269;5498489;5584047;5663820;5733401;5791403;5839103;5878097;5911094;5940305;5966027;5988233;6008523;6028792;6050513;6074487;6100868;6129628;6160423;6192993
Equatorial Guinea;GNQ;Population, total;SP.POP.TOTL;252115;255100;257941;260991;264745;269429;275472;282446;288703;292015;290907;284913;274893;262377;249569;238240;228534;220448;215415;215116;220582;232676;250712;272217;293701;312634;328119;340825;351694;362325;373887;386536;399843;413730;428005;442527;457321;472486;488039;504001;520380;537195;554429;571999;589794;607739;625777;643936;662327;681115;700401
Eritrea;ERI;Population, total;SP.POP.TOTL;1423599;1459988;1497855;1537105;1577613;1619301;1662247;1706539;1752123;1798934;1847000;1896028;1946213;1998632;2054727;2115400;2181178;2251397;2324290;2397387;2468902;2537333;2602966;2667868;2735121;2806456;2884388;2967048;3046674;3112654;3158295;3180430;3184019;3180541;3186063;3212503;3263016;3335157;3428264;3539885;3667576;3812473;3973973;4145500;4318343;4486155;4645837;4798561;4947521;5097998;5253676
Estonia;EST;Population, total;SP.POP.TOTL;1215999;1229604.8;1244347.2;1259865.6;1275552;1291000;1306236.8;1321185.6;1335886.4;1350475.2;1365000;1379395.2;1393702.4;1407561.6;1420428.8;1432000;1442318.4;1451265.6;1459444.8;1467824;1477000;1488000;1498000;1509000;1519000;1529000;1540000;1552000;1562000;1568000;1569000;1561000;1533000;1494000;1463000;1437000;1416000;1400000;1386200;1375649.334;1369512.615;1364097.505;1358641.015;1353520.149;1348998.517;1346097;1343547;1341672;1340675;1340271;1339646
